invoice_details,line_items,summary
"Invoice Number: 28807915, Date: 06/10/2020, Seller: , Client: lucas-hall dixon-thompson 426 teresa inlet 301 gardner cliff snyderside ct 46654 josephview ms 68973",N/A,net worth vat gross worth 1. nintendo wii console rvl-001 200 each 7888 15776 10 17354 complete hookups w/ mariocsonic tested working 2 anbernic retro games 500 in 1 400 each 125 500 10 550 8 bit classic video game console handheld player 3 nintendo wii white console 500 each 9999 49995 10 54995 rvl-001 bundle game cube compatible controllers senso sega game gear micro console 200 each 24998 49996 10 54996 4 color complete set 30th anniversary gg wlwindow 5 microsoft xbox one x 1tb 4k 500 each 24900 1 24500 10 1 36950 ultra hd console black controller works great 1787 6 nintendo switch 32 gb black 100 each 17999 17999 10 19799 console only works perfect fast shipping b397 nintendo dsi console red 200 each 699 1398 10 1538 japan nds x summary vat net worth vat gross worth 10 2 60164 26016 2 86180 total 2 60164 26016 2 86180
"Invoice Number: 40046347, Date: 07/28/2011, Seller: , Client: campos-cooper schneider carr and vazquez 7667 wyatt 2915 robert inlet suite 605 port kellyside co 15374 campbellmouth ak 64282",N/A,net worth vat gross worth joma youth boys gol 205 piso 300 each 1999 5997 10 6597 multitaco soccer cleats 1.5 white blue yellow new 2 3 boys sneakers light up size 11 500 each 300 1500 10 1650 3 ll bean high top black canvas 200 each 1699 3398 10 3738 sneaker shoes kid boys 6 m excl cnd timberland brown slip on shoes 300 each 200 600 10 660 size 4.5 juniors 5 wonder nation kids shoes size 100 each 399 399 10 439 8c summary vat net worth vat gross worth 10 11894 1189 13083 total 11894 1189 13083 key
"Invoice Number: 49593532, Date: 10/01/2013, Seller: , Client: lee group garcia sanchez and marshall 718 jennifer creek suite 367 80909 singh meadow apt. 075 rivasmouth ny 38998 deanton ms 79649",N/A,net worth vat gross worth beige color hand knotted 2x4 300 each 17000 51000 10 56100 afghan kilim rug carpet traditional ghazni floral 2 faux fur star heart bedroom 100 each 5576 5576 10 6134 mat non slip shaggy area rug fluffy floor carpet rug 3 yilong 4x6 golden handmade 100 each 3 60000 3 60000 10 3 96000 carpet antique hand knotted silk rugs 086b hippie 3d starry sky carpet 500 each 1169 5845 10 6429 child area rug kids room carpets mat home decor 5 handmade thick round warm 400 each 99 17996 10 19796 crochet rug carpet mat 97 acrylic 3 me floor decor hand knotted beige/gray color 300 each 32000 96000 10 1 05600 home decor foyer 3x5 silk area rug oriental carpet summary vat net worth vat gross worth 10 5 36417 53642 5 90059 total 5 36417 53642 5 90059 play 449
"Invoice Number: 64994538, Date: 03/12/2017, Seller: , Client: martinez group stanley-green uss baker psc 9518 box 7951 fpo ae 11537 apo aa 84507",N/A,net worth vat gross worth 1. luxurious pattern stone dinning 500 each 3 49200 17 46000 10 19 20600 table top marble conference table size 48 inches 2 26x26 top white marble 100 each 2 22600 2 22600 10 2 44860 coffee table historical taj mahal art black friday gift 3 5x2 marble white center table 200 each 3 88889 7 77778 10 8 55556 top with 18 tall stand pauashell inlay art deco summary vat net worth vat gross worth 10 27 46378 2 74638 30 21016 total 27 46378 2 74638 30 21016
"Invoice Number: 57770024, Date: 12/12/2020, Seller: , Client: thompson-miller lopez llc 06064 boyd manor suite 591 7965 lisa unions elizabethview me 18788 ryanville wy 81410",N/A,net worth vat gross worth amd dual core 3.9ghz 4gb 500 each 24999 1 24995 10 1 37495 ddr3 s00gb wifi windows 10 office desktop pc computer 2 intel compute stick 32gb intel 400 each 4500 18000 10 19800 atom 1.33ghz 2gb pc desktop 3 custom gaming desktop pc 200 each 35999 71998 10 79198 computer core i5 4690 rx 470 8gb ram hp z420 workstation desktop 100 each 19995 19995 10 21995 computer pc intel xeon 2.8ghz 8gb 1tb winlo pro 5 amd custom ryzen 5 quad 200 each 57499 1 14998 10 1 26498 core gaming pc 4.2ghz computer 8gb 1tb am4 ddr4 vega 11 gaming pc desktop computer 500 each 90380 4 51900 10 4 97090 rgb intel i7 rtx 2060 16gb ram 240gb ssd 2tb hdd summary vat net worth vat gross worth 10 8 01886 80189 8 82075 total 8 01886 80189 8 82075
"Invoice Number: 43437889, Date: 12/06/2019, Seller: , Client: smith jennings and daugherty gallagher llc 03697 mcclain hills 9901 holly circle suite 899 west carrieland vt 89899 east sherry nd 50444",N/A,net worth vat gross worth presale microsoft xbox series x 400 each 65500 2 62000 10 2 88200 1tb black console confirmed order free shipping 2 new nintendo 2ds xl console 300 each 12999 38997 10 42897 blackturquoise w/ mario kart 7 preinstalled -ja1141 3 hyperkin retron 3 hd console 500 each 00 20000 10 22000 for nes snes super famicom genesis/mega drive black xbox 360 console with games 500 each 4100 20500 10 22550 5 brand new nintendo switch 400 each 36700 1 46800 10 1 61480 console with neon red neon blue joy-cons ships today summary vat net worth vat gross worth 10 4 88297 48830 5 37127 total 4 88297 48830 5 37127 405
"Invoice Number: 60416276, Date: 04/01/2016, Seller: , Client: hodge plc juarez plc 6135 jones circles 10905 gill island daniellechester ks 45378 north angela sc 31326",N/A,net worth vat gross worth calvin klein women long active 300 each 899 2697 10 2967 dress_ size small 2 evening dress cocktail us 300 each 1189 3567 10 3924 mini women party bandage long sleeve club bodycon 3 matilda jane womans lets go 500 each 1960 9800 10 10780 together black knit dress size m medium nwt burent orange dress with 300 each 7500 22500 10 24750 beads sue wong size 2 5 stellaluxe one shoulder lace 400 each 2500 10000 10 11000 dress 6 zara black dress in small 200 each 2500 5000 10 5500 lularoe nicole dress size large 500 each 199 995 10 1094 26 summary vat net worth vat gross worth 10 54559 5456 60015 total 54559 5456 60015 sexy long
"Invoice Number: 86225018, Date: 12/18/2015, Seller: , Client: collins group pope llc 9443 poole knolls suite 177 98672 rodriguez common apt. 340 adrianberg nd 38826 new isabellabury ny 68785",N/A,net worth vat gross worth fast i5 rgb gaming desktop pc 500 each 51000 2 55000 10 2 80500 computer nvidia gefore wifi fortnite gtav pubg 1g3 2 fast dell optiplex windows 10 100 each 12495 12495 10 13745 desktop computer tower czd 4gb dvd wifi 17 lcd 3 dell desktop computer pc 500 each 14499 72495 10 79745 optiplex 790 quad core i5 8gb 480gb ssd windows 10 wifi dell gaming pc i7 nvidia gtx 300 each 50995 1 52985 10 1 68283 1650 ssd 1tb 16gb ram win1o desktop computer 5 dell optiplex 790 computer i7 300 each 15999 47997 10 52797 3.40 ghz quad core 250gb 4gb working summary vat net worth vat gross worth 10 5 40972 54097 5 95069 total 5 40972 54097 5 95069
"Invoice Number: 22956460, Date: 06/26/2019, Seller: , Client: welch plc wright aguirre and harper psc 8110 box 4856 215 harrell village apo ap 16573 south katherinebury ar 00997",N/A,net worth vat gross worth 1. nintendo switch lite gray 400 each 13500 54000 10 59400 console only no accessories or charger b5-2 2 sony playstation 3 ps3 slim 500 each 11900 59500 10 65450 320gb console wlgames cord cech-3oo1b -tested 3 sony playstation2 slim console 100 each 9000 9000 10 9900 set scph-9oooo white tested working 11194 nintendo 64 pokemon pikachu 300 each 19998 59994 10 65993 limited edition video game console set 5 nintendo wii u 32gb black 100 each 40000 40000 10 44000 console deluxe set with 21 games 6 magnavox odyssey 2 100 each 15500 15500 10 17050 microprocessor console system w joy sticks 15 games 1978 summary vat net worth vat gross worth 10 2 37994 23799 2 61793 total 2 37994 23799 2 61793
"Invoice Number: 85432283, Date: 12/13/2014, Seller: , Client: stanton-williams thompson-perry 4331 johnson plains apt: 242 6801 wiggins prairie suite 455 west williamville nc 13866 lewistown va 46911",N/A,net worth vat gross worth winnie the pooh by a a_ milne 500 each 1973 9865 10 10852 illustrated by shepard collectors new hardcover 2 endurance shackletons 300 each 409 1227 10 1350 incredible voyage by alfred lansing 3 christmas cupcake murder: a 100 each 299 299 10 329 festive delicious ch _. by joanne fluke p.df summary vat net worth vat gross worth 10 11391 1139 12530 total 11391 1139 12530
"Invoice Number: 63279232, Date: 04/24/2017, Seller: , Client: allen gibbs and holmes jones-black 96463 campbell points 839 samantha rue apt: 955 nicholastown vt 46652 north emilyborough de 55806",N/A,net worth vat gross worth roper boys american patriot 100 each 4900 4900 10 5390 boot square toe sz 4 big kids red white blue 2 new kid cudi wzrd rap hip 400 each 2249 8996 10 9896 hop soul music mens black t-shirt size s to 3xl 3 kids boys hiking garden 500 each 3188 15940 10 17534 sandals leisure closed toe fisherman beach shoes summer summary vat net worth vat gross worth 10 29836 2984 32820 total 29836 2984 32820 flag
"Invoice Number: 40217081, Date: 09/15/2014, Seller: , Client: stone plc allen inc uss brown 1995 luis gardens fpo ap 41037 hickmanmouth ca 99366",N/A,net worth vat gross worth christmas dress grace karin 300 each 999 2997 10 3297 sleeveless christmas dress red black size large 2 matilda jane womens light 400 each 5000 20000 10 22000 rising high low green floral dress size l pockets 3 lands end womens 3/4 sleeve 500 each 2123 10615 10 11677 dress plus 3x navy blue floral cotton knit 482038 fire los angeles dress medium 200 each 650 1300 10 1430 5 burent orange long dress with 400 each 7500 30000 10 33000 beads sue wong size 2 summary vat net worth vat gross worth 10 64912 6491 71403 total 64912 6491 71403
"Invoice Number: 89969473, Date: 10/29/2016, Seller: , Client: johnson-martin deleon davila and allen 3836 moore ports 355 king lake suite 071 north michael mo 01844 south haleyshire ky 55765",N/A,net worth vat gross worth 1 wild west wine 200 each 2700 5400 10 5940 2 press wine 15l fruit cider 200 each 27900 55800 10 61380 apple crusher juice grape stainless maker grapes new 3 wine rack holder iron art 300 each 1875 5625 10 6187 hanging racks glass cup stemware shelf mounted 2 color rust proof three rows tool 200 each 1156 2312 10 2543 wine glass holder simple iron wire home hanging rack 5 vtg 1970s mcm brown steel 100 each 3400 3400 10 3740 tube wall or desk mounted 12-wine rack bottle holder summary vat net worth vat gross worth 10 72537 7254 79791 total 72537 7254 79791
"Invoice Number: 67300087, Date: 03/16/2018, Seller: , Client: dean llc barrett-harris 941 melissa oval 944 sanchez ford suite 076 south vincent ca 57024 port angelabury il 45043",N/A,net worth vat gross worth yilong 5x7.3 hand knotted silk 200 each 2 80000 5 60000 10 16000 rug home decor traditional raindrop carpet 1549 2 yilong 5x7.5 hand knotted silk 500 each 2 80000 14 00000 10 15 40000 area rug medium size classic floor carpets 0186 3 garden flower carpet quilted 300 each 4550 13650 10 15015 bedroom floor princess tapis lace rug carpets double dorje carpet tibetan 200 each 29700 59400 10 65340 rug handwoven by artisans in nepal 5 indian rectangular beautifully 100 each 2999 2999 10 3299 made chindi rag rug floor carpet ethnic mat fluffy floor mat anti-skid 300 each 389 1167 10 1284 shaggy area rugs dining living room carpet home decor summary vat net worth vat gross worth 10 20 37216 2 03722 22 40938 total 20 37216 2 03722 22 40938
"Invoice Number: 45562249, Date: 10/19/2018, Seller: , Client: mccormick plc williams smith and myers 5000 ramos square 839 mason squares apt: 624 normaberg ga 40612 north brian nh 59718",N/A,net worth vat gross worth new a divine revelation of 100 each 1535 1535 10 1689 hell by k_ baxter 2 seashells of north america: a 500 each 449 2245 10 2470 guide to field ident 3 master and god 300 each 700 2100 10 2310 a woman of substance 500 each 489 2445 10 2690 5 king james version kjv 500 each 5299 26495 10 29145 rainbow study bible black leather with index harry potter and the chamber 500 each 762 3810 10 4191 of secrets book 2 by rowling j: k. paperback the summary vat net worth vat gross worth 10 38630 3863 42493 total 38630 3863 42493 mary
"Invoice Number: 97511742, Date: 04/07/2016, Seller: , Client: decker plc boyle ltd psc 4781 box 6245 42517 laurie passage suite 826 apo ae 78725 north charleshaven nc 09365",N/A,net worth vat gross worth 1. nintendo wii new super mario 100 each 8999 8999 10 9899 bros console system bundle gamecube compatible 2 sony playstation 5 console 100 each 49999 49999 10 54999 white disc version confirmed pre order pss 3 microsoft xbox one s 1tb 500 each 18900 94500 10 1 03950 console white nintendo wii teal blue limited 200 each 11499 22998 10 25298 edition console with mario kart mint tested 5 playstation 5 console 300 each 84999 2 54997 10 2 80497 pss- presale- disc version pre order confirmed summary vat net worth vat gross worth 10 31493 43149 4 74642 total 4 31493 43149 4 74642 sony
"Invoice Number: 58126171, Date: 08/14/2015, Seller: , Client: mclean inc richards and sons 245 robert viaduct 094 mcintosh estates suite 179 patriciaberg tn 36261 east sherry tx 54155",N/A,net worth vat gross worth multi color elephant design 500 each 1 75125 8 75625 10 9 63187 white dinning table top marble hall table 36 inches 2 6x3 elegant marble black top 100 each 5 46938 5 46938 10 6 01632 dining table italian furniture decor e964b 3 5x2 marble white center table 300 each 3 88889 11 66667 10 12 83334 top with 18 tall stand pauashell inlay art deco semi precious stone work inlaid 200 each 2 49600 4 99200 10 5 49120 dinning table top marble kitchen table 42 inches summary vat net worth vat gross worth 10 30 88430 3 08843 33 97273 total 30 88430 3 08843 33 97273 inlay
"Invoice Number: 90290650, Date: 04/24/2018, Seller: , Client: ramirez miller and morris walker patterson and evans 7143 wood dam apt: 757 6497 hahn cliffs suite 908 flowersburgh hi 71817 south elizabethfurt vt 77705",N/A,net worth vat gross worth 1. nintendo blue wii system 400 each 9998 39992 10 43991 game console complete with 2 motion remotes tested work 2 nintendo gamecube console 100 each 7999 7999 10 8799 dol-001 black w/ controller power amv. 3 n64 nintendo system console 400 each 9599 38396 10 42236 lot bundle w/ 2 games 1 controller tested working nintendo 64 console plus 2 500 each 4999 24995 10 27495 games barely played with in partial original box 5 l442 nintendo gamecube 100 each 6999 6999 10 7699 official console orange japan gc w/controller adapter nintendo 3ds handheld console 500 each 28023 1 40115 10 1 54127 hello kitty limited edition used summary vat net worth vat gross worth 10 2 58496 25850 2 84346 total 2 58496 25850 2 84346
"Invoice Number: 51300355, Date: 03/28/2012, Seller: , Client: williams ltd king-johnson 87954 justin inlet 643 fox mountains north christyfurt oh 35161 south melissa nv 00738",N/A,net worth vat gross worth size 3y nike air speed turf ps 200 each 7500 15000 10 16500 sneakers shoe bv2526 100 white/blue/red 2 puma boys youth universal fg 400 each 1999 7996 10 8796 jr soccer cleats 5 white high risk red black 5y 3 toddler shaq high top 200 each 999 1998 10 2198 shoes size 4 skechers hypno splash light up 100 each 2499 2499 10 2749 shoes size 4 medium big kid new 5 tip top kids boys black laces 300 each 4400 13200 10 14520 oxford shoes 12 kids foamposite size 6c 500 each 2240 11200 10 12320 summary vat net worth vat gross worth 10 51893 5189 57082 total 51893 5189 57082
